bal_locked,bal_locked_usd,day,locked,locked_pct,locked_pct_2,total
29424135.034440838,141613504.8689809,2023-07-02 00:00:00.000 UTC,13147731.693776263,0.9266959695864042,92.66959695864043,14187751.02652519
29424135.034440838,141613504.8689809,2023-07-02 00:00:00.000 UTC,13147731.693776263,0.9266959695864042,92.66959695864043,14187751.02652519
29417650.69784574,142006440.11522126,2023-07-01 00:00:00.000 UTC,13147106.778654337,0.9266545071920532,92.66545071920532,14187711.468099017
29417650.69784574,142006440.11522126,2023-07-01 00:00:00.000 UTC,13147106.778654337,0.9266545071920532,92.66545071920532,14187711.468099017
29423226.198239483,138654161.8102883,2023-06-30 00:00:00.000 UTC,13146327.93253113,0.9263780521728386,92.63780521728387,14191104.702552212
29423226.198239483,138654161.8102883,2023-06-30 00:00:00.000 UTC,13146327.93253113,0.9263780521728386,92.63780521728387,14191104.702552212
29451987.869343806,135012304.27733776,2023-06-29 00:00:00.000 UTC,13145265.161877152,0.9265244425205285,92.65244425205285,14187715.465030378
29451987.869343806,135012304.27733776,2023-06-29 00:00:00.000 UTC,13145265.161877152,0.9265244425205285,92.65244425205285,14187715.465030378
29451625.65903815,137797987.88044387,2023-06-28 00:00:00.000 UTC,13151917.753250577,0.9266349402482492,92.66349402482493,14193202.934617516
29451625.65903815,137797987.88044387,2023-06-28 00:00:00.000 UTC,13151917.753250577,0.9266349402482492,92.66349402482493,14193202.934617516
29414083.63252329,138533704.4665958,2023-06-27 00:00:00.000 UTC,13151193.823688092,0.9259772326665798,92.59772326665798,14202502.350750012
29414083.63252329,138533704.4665958,2023-06-27 00:00:00.000 UTC,13151193.823688092,0.9259772326665798,92.59772326665798,14202502.350750012
29384484.77650739,139926080.35196072,2023-06-26 00:00:00.000 UTC,13148215.166580686,0.92673193499542,92.673193499542,14187722.112593073
29384484.77650739,139926080.35196072,2023-06-26 00:00:00.000 UTC,13148215.166580686,0.92673193499542,92.673193499542,14187722.112593073
29317405.0577882,142582796.3318071,2023-06-25 00:00:00.000 UTC,13147809.695211412,0.926440589313852,92.6440589313852,14191746.180884682
29317405.0577882,142582796.3318071,2023-06-25 00:00:00.000 UTC,13147809.695211412,0.926440589313852,92.6440589313852,14191746.180884682
29376574.395132907,140122259.5579608,2023-06-24 00:00:00.000 UTC,13145075.138850177,0.9262297224044556,92.62297224044556,14192024.743846575
29376574.395132907,140122259.5579608,2023-06-24 00:00:00.000 UTC,13145075.138850177,0.9262297224044556,92.62297224044556,14192024.743846575
29388349.454571668,139547894.10095292,2023-06-23 00:00:00.000 UTC,13146378.290319888,0.9262407379747573,92.62407379747573,14193262.886563044
29388349.454571668,139547894.10095292,2023-06-23 00:00:00.000 UTC,13146378.290319888,0.9262407379747573,92.62407379747573,14193262.886563044
29364788.61824976,140356162.2082964,2023-06-22 00:00:00.000 UTC,13143927.809295472,0.9262281929728446,92.62281929728447,14190809.466842506
29364788.61824976,140356162.2082964,2023-06-22 00:00:00.000 UTC,13143927.809295472,0.9262281929728446,92.62281929728447,14190809.466842506
29347388.39414954,136257300.15593427,2023-06-21 00:00:00.000 UTC,13142703.160406688,0.9265394850830327,92.65394850830327,14184719.995207643
29347388.39414954,136257300.15593427,2023-06-21 00:00:00.000 UTC,13142703.160406688,0.9265394850830327,92.65394850830327,14184719.995207643
29385267.12914133,129036232.04130368,2023-06-20 00:00:00.000 UTC,13142219.448018195,0.9265293580470539,92.6529358047054,14184352.966126699
29385267.12914133,129036232.04130368,2023-06-20 00:00:00.000 UTC,13142219.448018195,0.9265293580470539,92.6529358047054,14184352.966126699
29373732.183280755,128941521.79314405,2023-06-19 00:00:00.000 UTC,13174731.349448446,0.9261969215485585,92.61969215485585,14224546.684328105
29373732.183280755,128941521.79314405,2023-06-19 00:00:00.000 UTC,13174731.349448446,0.9261969215485585,92.61969215485585,14224546.684328105
29370125.443522673,130109655.71480544,2023-06-18 00:00:00.000 UTC,13175262.493081605,0.9266109720651613,92.66109720651613,14218763.742585052
29370125.443522673,130109655.71480544,2023-06-18 00:00:00.000 UTC,13175262.493081605,0.9266109720651613,92.66109720651613,14218763.742585052
29367537.087384813,130035982.45876397,2023-06-17 00:00:00.000 UTC,13178496.918158505,0.9266391946904138,92.66391946904137,14221821.172329523
29375048.05392065,126257837.92348176,2023-06-16 00:00:00.000 UTC,13178631.235382358,0.9267232488650705,92.67232488650706,14220676.185173754
29375048.05392065,126257837.92348176,2023-06-16 00:00:00.000 UTC,13178631.235382358,0.9267232488650705,92.67232488650706,14220676.185173754
29372368.212874427,123674830.4912308,2023-06-15 00:00:00.000 UTC,13181274.652187096,0.9268907217451449,92.6890721745145,14220958.677166887
29372368.212874427,123674830.4912308,2023-06-15 00:00:00.000 UTC,13181274.652187096,0.9268907217451449,92.6890721745145,14220958.677166887
29352099.649089657,131453078.45936513,2023-06-14 00:00:00.000 UTC,13180556.490731752,0.9270839292663833,92.70839292663833,14217220.334260073
29352099.649089657,131453078.45936513,2023-06-14 00:00:00.000 UTC,13180556.490731752,0.9270839292663833,92.70839292663833,14217220.334260073
29398678.72039329,131461432.57571696,2023-06-13 00:00:00.000 UTC,13187133.065271046,0.9272539415282868,92.72539415282867,14221706.13104777
29398678.72039329,131461432.57571696,2023-06-13 00:00:00.000 UTC,13187133.065271046,0.9272539415282868,92.72539415282867,14221706.13104777
29406092.199422356,130740082.42379154,2023-06-12 00:00:00.000 UTC,13185518.912232948,0.9275641939477045,92.75641939477045,14215209.037032256
29406092.199422356,130740082.42379154,2023-06-12 00:00:00.000 UTC,13185518.912232948,0.9275641939477045,92.75641939477045,14215209.037032256
29374329.29188319,131628022.79963267,2023-06-11 00:00:00.000 UTC,13185617.67819921,0.9274928260884796,92.74928260884796,14216409.342816142
29374329.29188319,131628022.79963267,2023-06-11 00:00:00.000 UTC,13185617.67819921,0.9274928260884796,92.74928260884796,14216409.342816142
29303210.429965295,132680607.62880088,2023-06-10 00:00:00.000 UTC,13185595.092781821,0.9270757102091736,92.70757102091736,14222781.319345312
29303210.429965295,132680607.62880088,2023-06-10 00:00:00.000 UTC,13185595.092781821,0.9270757102091736,92.70757102091736,14222781.319345312
29100393.1971001,143432950.4838017,2023-06-09 00:00:00.000 UTC,13184350.71891936,0.9265461727175768,92.65461727175767,14229566.865782218
29100393.1971001,143432950.4838017,2023-06-09 00:00:00.000 UTC,13184350.71891936,0.9265461727175768,92.65461727175767,14229566.865782218
29069934.138358414,144477572.6676413,2023-06-08 00:00:00.000 UTC,13184225.69432845,0.9265880389598691,92.6588038959869,14228788.997889778
29069934.138358414,144477572.6676413,2023-06-08 00:00:00.000 UTC,13184225.69432845,0.9265880389598691,92.6588038959869,14228788.997889778
29045277.30753558,147232783.5956561,2023-06-07 00:00:00.000 UTC,13187503.166345004,0.9276524440403124,92.76524440403125,14215995.711613651
29045277.30753558,147232783.5956561,2023-06-07 00:00:00.000 UTC,13187503.166345004,0.9276524440403124,92.76524440403125,14215995.711613651
29015409.728751987,143348531.85086176,2023-06-06 00:00:00.000 UTC,13188041.857818855,0.9273149404132189,92.7314940413219,14221750.651339833
29015409.728751987,143348531.85086176,2023-06-06 00:00:00.000 UTC,13188041.857818855,0.9273149404132189,92.7314940413219,14221750.651339833
29001691.64298687,149890700.6085166,2023-06-05 00:00:00.000 UTC,13193246.124253977,0.9272087731127003,92.72087731127003,14228991.902183356
29001691.64298687,149890700.6085166,2023-06-05 00:00:00.000 UTC,13193246.124253977,0.9272087731127003,92.72087731127003,14228991.902183356
28908736.463227466,153197301.89198554,2023-06-04 00:00:00.000 UTC,13191570.409226276,0.9261588510138775,92.61588510138775,14243313.007034702
