glp_aum,glp_aum_arbi,glp_aum_avax,glp_aum_m,glp_aum_m_arbi,glp_aum_m_avax,glp_avax_apr,glp_avax_aprp,glp_eth_apr,glp_eth_aprp,time_day
322738389.89099944,285747756.39217734,36990633.498822115,322.73838989099943,285.74775639217734,36.99063349882211,0.11117011902334939,11.117011902334939,0.03409775432352828,3.409775432352828,2023-12-03 00:00:00.000 UTC
310452851.5964148,273228037.1523614,37224814.44405344,310.4528515964148,273.22803715236137,37.22481444405344,0.11081933697180518,11.081933697180519,0.03675026789585784,3.675026789585784,2023-12-04 00:00:00.000 UTC
301802342.77575547,264550601.33948916,37251741.436266296,301.80234277575545,264.55060133948916,37.25174143626629,0.11402694801546784,11.402694801546783,0.038038093798152546,3.8038093798152546,2023-12-05 00:00:00.000 UTC
301370507.4355551,263607639.86843482,37762867.56712029,301.3705074355551,263.60763986843483,37.76286756712029,0.20162696896876606,20.162696896876607,0.09932254513350511,9.932254513350511,2023-12-06 00:00:00.000 UTC
295415723.2962988,257711939.9869631,37703783.3093357,295.4157232962988,257.7119399869631,37.7037833093357,0.20440598239509522,20.440598239509523,0.10227313993418859,10.227313993418859,2023-12-07 00:00:00.000 UTC
293519876.64169043,255442456.6805655,38077419.961124904,293.5198766416904,255.4424566805655,38.0774199611249,0.21127729304968154,21.127729304968152,0.10666332712389666,10.666332712389666,2023-12-08 00:00:00.000 UTC
293871974.30977434,255045271.85449865,38826702.4552757,293.8719743097743,255.04527185449865,38.8267024552757,0.24208320000456723,24.208320000456723,0.10678809977831517,10.678809977831518,2023-12-09 00:00:00.000 UTC
293031989.3449415,254248647.50623605,38783341.83870544,293.0319893449415,254.24864750623604,38.78334183870544,0.2515622541143848,25.15622541143848,0.10675202610739962,10.675202610739962,2023-12-10 00:00:00.000 UTC
286079984.2572908,247766107.0837385,38313877.17355228,286.0799842572908,247.76610708373852,38.313877173552285,0.27433895667778,27.433895667778003,0.10422813472046298,10.422813472046299,2023-12-11 00:00:00.000 UTC
285189510.28211945,246243279.18857092,38946231.09354854,285.18951028211944,246.2432791885709,38.94623109354853,0.29439067575543737,29.43906757554374,0.10366960250275051,10.366960250275051,2023-12-12 00:00:00.000 UTC
284380174.2909773,245506774.88364214,38873399.40733516,284.3801742909773,245.50677488364212,38.873399407335164,0.3304430409829686,33.04430409829686,0.13634427539091423,13.634427539091423,2023-12-13 00:00:00.000 UTC
287869708.3257096,248913043.82311517,38956664.502594426,287.8697083257096,248.91304382311517,38.95666450259443,0.3421706291676595,34.21706291676595,0.139366429464792,13.9366429464792,2023-12-14 00:00:00.000 UTC
287976481.21530783,248847118.6940246,39129362.521283224,287.97648121530784,248.8471186940246,39.12936252128323,0.35266491669164574,35.26649166916457,0.13836281816641569,13.836281816641568,2023-12-15 00:00:00.000 UTC
286537697.22919977,247440785.47849306,39096911.75070667,286.53769722919975,247.44078547849307,39.096911750706674,0.37273910169625857,37.27391016962586,0.13796312931958468,13.796312931958468,2023-12-16 00:00:00.000 UTC
285483192.7287159,246291568.21331784,39191624.51539804,285.4831927287159,246.29156821331784,39.19162451539804,0.36979247752465594,36.9792477524656,0.13722985073848912,13.722985073848912,2023-12-17 00:00:00.000 UTC
282800920.3318684,244222567.79488188,38578352.536986545,282.8009203318684,244.22256779488188,38.57835253698654,0.3519682512904048,35.196825129040484,0.1353101686355246,13.53101686355246,2023-12-18 00:00:00.000 UTC
284812855.11327326,245978091.79394898,38834763.319324285,284.81285511327326,245.97809179394898,38.83476331932428,0.3584037130050757,35.84037130050757,0.13690161302766596,13.690161302766596,2023-12-19 00:00:00.000 UTC
284892846.1451363,245990806.3075233,38902039.837612964,284.8928461451363,245.99080630752331,38.90203983761297,0.17549394368386587,17.549394368386587,0.07442256619936989,7.442256619936989,2023-12-20 00:00:00.000 UTC
285520874.39257556,246218994.83699918,39301879.55557641,285.52087439257554,246.21899483699917,39.301879555576406,0.18668320483028095,18.668320483028094,0.07484066552128625,7.484066552128625,2023-12-21 00:00:00.000 UTC
286684940.70395887,247430916.0596876,39254024.64427125,286.6849407039589,247.4309160596876,39.25402464427125,0.18912646983501435,18.912646983501435,0.07688532837920475,7.688532837920476,2023-12-22 00:00:00.000 UTC
286295479.1556793,246997166.954133,39298312.201546274,286.2954791556793,246.997166954133,39.298312201546274,0.18654608987744925,18.654608987744925,0.07703556755992207,7.7035567559922065,2023-12-23 00:00:00.000 UTC
285865006.06743,246421192.89336073,39443813.17406928,285.86500606743004,246.42119289336074,39.44381317406928,0.19707494240716852,19.70749424071685,0.0772934158656569,7.72934158656569,2023-12-24 00:00:00.000 UTC
284574027.2024693,245207905.85848677,39366121.34398253,284.57402720246927,245.20790585848678,39.366121343982535,0.19570317013795138,19.570317013795137,0.07701945907604274,7.701945907604274,2023-12-25 00:00:00.000 UTC
282157861.8831537,243107837.13825452,39050024.744899124,282.15786188315366,243.10783713825452,39.050024744899126,0.19000674355763825,19.000674355763824,0.07637641683321705,7.637641683321705,2023-12-26 00:00:00.000 UTC
282371260.5165261,243339101.36257502,39032159.15395109,282.3712605165261,243.33910136257504,39.03215915395109,0.24768920707709272,24.76892070770927,0.0776835757459779,7.76835757459779,2023-12-27 00:00:00.000 UTC
278415558.9027233,239764306.8325076,38651252.070215724,278.4155589027233,239.7643068325076,38.651252070215726,0.23647911193715124,23.647911193715125,0.08211512682871812,8.211512682871811,2023-12-28 00:00:00.000 UTC
272254430.2251556,233939370.701138,38315059.524017595,272.2544302251556,233.939370701138,38.31505952401759,0.23638928073162715,23.638928073162717,0.08254041283828582,8.254041283828583,2023-12-29 00:00:00.000 UTC
267828862.77731887,229837122.41079444,37991740.36652442,267.8288627773189,229.83712241079445,37.99174036652442,0.23168632946952492,23.168632946952492,0.08261197204296213,8.261197204296213,2023-12-30 00:00:00.000 UTC
