cir_supply,daily_change,fdv,market_cap,market_cap_raw,time,total_supply,weekly_change
8593611.73395634,0.03173878704079922,1020.4632029350593,661.8463814953507,661846381.4953507,2023-03-29 00:00:00.000 UTC,13250000,0.3237522548892713
8590885.091232315,0.13729719142853522,980.3609621093374,635.6353489366999,635635348.9366999,2023-03-28 00:00:00.000 UTC,13250000,0.3160266874888128
8579106.219343485,0.03637648903793458,927.7021306054813,600.6683108208066,600668310.8208066,2023-03-27 00:00:00.000 UTC,13250000,0.21422875121719193
8575986.57652658,0.020795325015932245,922.2406705578961,596.9149895118029,596914989.5118029,2023-03-26 00:00:00.000 UTC,13250000,0.20174820818908604
8574203.54303228,0.044073240713125544,925.8315398744971,599.1145712787129,599114571.2787129,2023-03-25 00:00:00.000 UTC,13250000,0.21084268221482153
8570426.278428447,0.02799945407143695,957.9975480220324,619.6564045462676,619656404.5462676,2023-03-24 00:00:00.000 UTC,13250000,0.19904756428063042
8568027.277566036,0.025073568448866816,1012.9253066972364,655.0016345599142,655001634.5599142,2023-03-23 00:00:00.000 UTC,13250000,0.19206429209603593
8565879.505904876,0.024035706535786745,1051.7573115826058,679.9416151298907,679941615.1298907,2023-03-22 00:00:00.000 UTC,13250000,0.2015633102266584
8563821.130989581,0.035680624918562526,1068.3958151859692,690.5321251585241,690532125.158524,2023-03-21 00:00:00.000 UTC,13250000,0.2050990311248904
8560766.59597032,0.023918095487387242,1082.849535824111,699.6243120562276,699624312.0562276,2023-03-20 00:00:00.000 UTC,13250000,0.19975113746247652
8558719.51326464,0.02987337546298445,1073.5182492184335,693.4295537684151,693429553.7684151,2023-03-19 00:00:00.000 UTC,13250000,0.20756765892738124
8556163.49841753,0.03229775204436803,1094.0703790106888,706.4939654031011,706493965.4031011,2023-03-18 00:00:00.000 UTC,13250000,0.2080828652315196
8553400.942189861,0.0210281029134319,1049.1351240878714,677.2583667062396,677258366.7062396,2023-03-17 00:00:00.000 UTC,13250000,0.22143682397997339
8551602.702372858,0.034556754508129374,1054.8380100665634,680.7966473547796,680796647.3547796,2023-03-16 00:00:00.000 UTC,13250000,0.21747421807035675
8548648.566873841,0.027565163179872912,1007.1997673687291,649.8261771979134,649826177.1979134,2023-03-15 00:00:00.000 UTC,13250000,0.19753720708365627
8546292.767326698,0.030341773027771135,1000.3874901568049,645.2531601246196,645253160.1246196,2023-03-14 00:00:00.000 UTC,13250000,0.2730208473844056
8543700.457125824,0.031720900323944735,920.0582602752968,593.2605418035051,593260541.8035052,2023-03-13 00:00:00.000 UTC,13250000,0.27107569495204814
8540991.177827628,0.03038766817130174,820.7155637459042,529.0358029780828,529035802.9780828,2023-03-12 00:00:00.000 UTC,13250000,0.27039372803716805
8538396.558214368,0.045628285265828655,787.7449586613569,507.62859198376225,507628591.98376226,2023-03-11 00:00:00.000 UTC,13250000,0.2594890493275875
8534502.411108209,0.01707342086529245,832.2044693316144,536.0340415128823,536034041.5128823,2023-03-10 00:00:00.000 UTC,13250000,0.229443595897225
8533045.52833253,0.014656132659242966,888.2262511402694,572.0207577690597,572020757.7690598,2023-03-09 00:00:00.000 UTC,13250000,0.24020033988943656
8531795.09712488,0.10292075533711646,929.3410684376258,598.4111374530515,598411137.4530516,2023-03-08 00:00:00.000 UTC,13250000,0.24883941469019755
8523023.137334378,0.028401328220533335,945.1827031553054,607.9859658868619,607985965.8868619,2023-03-07 00:00:00.000 UTC,13250000,0.17729839546896653
8520603.172860885,0.031040561316711256,921.0909066900283,592.3207624178389,592320762.4178388,2023-03-06 00:00:00.000 UTC,13250000,0.29497395481744143
8517959.150527833,0.0195090907751187,894.7164165192605,575.1817273371855,575181727.3371855,2023-03-05 00:00:00.000 UTC,13250000,0.29018834538955185
