date,bonded_percent,apr,percent_change_1h,percent_change_24h,percent_change_7d,percent_change_30d,price,volume_24h,market_cap,total_supply,circulating_supply,token,bonded_tokens
2024-01-23,,,-0.654645614227,-8.503047016602,-18.620879882312,-3.506950166507,1.4353309867512454,47162462.74,707030783.0506768,587378721.0,492590761.0,Osmosis,
2024-01-24,,,1.499945335864,0.853915122545,-18.960800260778,-6.365175627783,1.4475874951056924,43067012.07,713068225.8281968,587378721.0,492590761.0,Osmosis,
2024-01-25,,,1.045897794204,0.941334295505,-16.440120001348,-6.016064476358,1.4612141326545571,30107461.39,719780581.5882633,587378721.0,492590761.0,Osmosis,
2024-01-26,,,-0.172930641422,-1.696701918791,-12.071578965339,-10.11050094121,1.4364216844281683,26089571.67,707568050.6493733,587378721.0,492590761.0,Osmosis,
2024-01-27,,,0.057089412994,6.774865496258,-5.648009511277,-12.76259316455,1.5337373215072636,28150060.01,755504834.3753647,587378721.0,492590761.0,Osmosis,
2024-01-28,,,-0.130274927102,2.810737370128,-2.488562392205,-3.6988670432,1.5768466495624682,28360566.48,776740091.0882765,587378721.0,492590761.0,Osmosis,
2024-01-29,,,0.414556278229,0.803370175557,1.325576321,0.342281177311,1.589514565259322,28794634.09,782980189.3216736,587378721.0,492590761.0,Osmosis,
2024-01-30,,,-0.094895550097,4.25445706393,15.453494368849,9.04474371819,1.6571397799632004,34163187.13,816291745.2954454,587378721.0,492590761.0,Osmosis,
2024-01-31,,,-1.193877436841,0.85316154944,15.452631708751,10.225642110877,1.6712778593863142,33496774.06,823256032.5975555,587378721.0,492590761.0,Osmosis,
2024-02-01,,,-0.19060656817,-4.417529731627,9.323378918309,2.685116788721,1.5974486630498175,38186772.36,786888452.5901421,587378721.0,492590761.0,Osmosis,
2024-02-02,,,0.32116766445,1.194191053609,12.538349260126,2.169699265798,1.6165252520699502,27600173.2,796285404.0928537,587378721.0,492590761.0,Osmosis,
2024-02-03,,,-0.131348446439,-0.040206351351,5.355414097862,6.667469493484,1.6158753062474276,25526775.85,795965246.7855284,587378721.0,492590761.0,Osmosis,
2024-02-04,,,-0.212649965809,-1.335142366918,1.106919362103,-8.230116278609,1.5943010704371454,18026823.16,785337977.5497481,587378721.0,492590761.0,Osmosis,
2024-02-05,,,0.021099910378,-2.446647264005,-2.152884854908,-11.463790918453,1.5552941469172952,21078048.12,766123527.4088362,587378721.0,492590761.0,Osmosis,
2024-02-06,,,0.549043231894,-0.090821887646,-6.231108672733,-11.335588500823,1.5538815994146127,24385240.37,765427719.5595412,587378721.0,492590761.0,Osmosis,
2024-02-07,,,-0.177960267477,0.915567675361,-6.173086166053,-10.723361517004,1.5681084370522298,38144731.77,772435728.3380785,587378721.0,492590761.0,Osmosis,
2024-02-08,,,-0.05795767351,4.852649003912,2.926827855865,-8.049457783574,1.64420323550311,44602972.15,809919323.0151392,587378721.0,492590761.0,Osmosis,
2024-02-09,,,-0.08869336528,1.164312406278,2.896437629328,-5.398882402484,1.6633468977584969,49980677.84,819349314.1738472,587378721.0,492590761.0,Osmosis,
2024-02-10,,,-0.488175853389,0.664284486126,3.62162517597,-10.314875661269,1.6743962531507701,51335229.34,824792124.5550865,587378721.0,492590761.0,Osmosis,
2024-02-11,,,-0.237681074699,-0.335508305123,4.671479283597,-11.916545890832,1.6687785146607754,31165403.13,822024878.477201,587378721.0,492590761.0,Osmosis,
2024-02-12,,,0.080565396051,-2.122619805522,5.019149891082,-6.506065340263,1.6333566913982982,31692317.93,804576415.6003299,587378721.0,492590761.0,Osmosis,
2024-02-13,,,-0.387462835816,0.801571181723,5.957185447819,-8.226206981569,1.6464492079312836,41940572.53,811025668.2827182,587378721.0,492590761.0,Osmosis,
2024-02-14,,,0.135310385294,-0.385262013548,4.5913679059,-6.539776125373,1.6401060645607566,48383868.52,807901094.4626982,587378721.0,492590761.0,Osmosis,
2024-02-15,,,0.347080705526,1.355815379997,1.103248001071,-5.749961690747,1.6623428748323419,45760507.11,818854741.7565911,587378721.0,492590761.0,Osmosis,
2024-02-16,,,0.291886338696,-3.316995731074,-3.375355146651,-10.02516392009,1.6072030326383446,55738415.83,791693364.92883,587378721.0,492590761.0,Osmosis,
2024-02-17,,,0.289909395306,-0.002985173799,-4.015847395127,-8.094453427417,1.607155054834519,35290379.26,791669731.5059325,587378721.0,492590761.0,Osmosis,
2024-02-18,,,0.07961202847,-0.228075308943,-3.912381607815,-1.844768752127,1.6034895309780177,27401705.75,789864128.3199948,587378721.0,492590761.0,Osmosis,
2024-02-19,,,-0.357855128228,1.511789370757,-0.344430347601,0.134260073094,1.6277309152685462,31196067.08,801805210.2553596,587378721.0,492590761.0,Osmosis,
2024-02-20,,,-0.058377510593,0.721653280598,-0.423439671252,1.384498552608,1.6394774888178925,49507185.15,807591463.8591746,587378721.0,492590761.0,Osmosis,
2024-02-21,,,-0.116225477825,-2.005564292121,-2.043120963944,2.414499049923,1.6065967137247954,51692793.67,791394697.8337961,587378721.0,492590761.0,Osmosis,
2024-02-22,,,0.649047794245,-3.12817523954,-6.376742326173,8.430708142756,1.5563395531267874,41688707.57,766638484.8491242,587378721.0,492590761.0,Osmosis,
2024-02-23,,,-0.800930894604,-1.341093696872,-4.463372063373,6.070796181185,1.5354675814778787,39431782.87,756357144.4510177,587378721.0,492590761.0,Osmosis,
2024-02-24,,,0.188721214006,0.061154109313,-4.40209372584,5.145888522852,1.536406583001126,40666070.37,756819687.9259343,587378721.0,492590761.0,Osmosis,
2024-02-25,,,0.367183875407,3.10743750193,-1.206124097536,10.284429323,1.5841494573434287,35104364.57,780337386.7305366,587378721.0,492590761.0,Osmosis,
2024-02-26,,,0.044775449138,-0.047909577721,-2.724063100644,3.23739768371,1.5833904980279416,32580129.68,779963530.3837528,587378721.0,492590761.0,Osmosis,
2024-02-27,0.563,13.74%,-0.019120577311,2.587024234392,-0.92250701727,3.012756147702,1.6243531939369922,55021462.88,800141375.9342035,587378721.0,492590761.0,Osmosis,277328598.0
2024-02-28,0.562,13.75%,-0.475819525303,-0.928012969252,0.166953653215,1.243424930066,1.6092789856307939,60223719.75,859592225.9272591,646153582.02,534147424.78,Osmosis,300190853.0
2024-02-29,0.5529999999999999,13.97%,0.008944596719,-0.513557523756,2.870508502166,-3.386881922693,1.6010144123218706,67336491.86,854522932.2245283,646336230.42,533738438.36,Osmosis,295157356.0
2024-03-01,0.5529999999999999,13.98%,0.61760105461,-1.385099589057,2.824624063794,-5.531042644471,1.5788387682760583,70456868.92,843164245.7651374,646701527.23,534040753.69,Osmosis,295324537.0
2024-03-02,0.552,13.98%,0.22874806255,1.713470880343,4.522574205663,0.528533277063,1.6058917108180357,56277099.14,857813283.8575755,998390225.57,534166331.44,Osmosis,294859815.0
2024-03-03,0.552,13.99%,0.546105368287,0.575382531042,1.9557670965,-0.086204708441,1.6151317311895281,56213855.89,862748991.6418464,998390225.57,534166331.44,Osmosis,294859815.0
2024-03-04,0.552,13.99%,0.20431986523,-0.605797607632,1.386695436235,-0.651535697393,1.6053473018018751,54225580.68,857606320.095917,998382881.5,534218557.65,Osmosis,294888644.0
2024-03-05,0.552,13.98%,-0.259743885702,-0.095137631791,-1.264083551331,0.597060501074,1.6038200123969177,75190483.96,856973898.637061,998378001.58,534332962.56,Osmosis,294951795.0
2024-03-06,0.552,13.98%,1.115523452355,-4.12380116534,-4.449031040258,-1.132421343993,1.537681664035733,99085014.61,821713320.0963908,998373183.21,534384547.41,Osmosis,294980270.0
2024-03-07,0.552,13.98%,1.818340322567,15.600647082193,11.027729669942,14.395456794082,1.7775699536895375,71549356.41,950350100.9134835,998368165.68,534634431.09,Osmosis,295118206.0
2024-03-08,0.5529999999999999,13.96%,0.723834846484,-1.976755673946,10.361600803241,11.116788711825,1.7424317387716242,77621974.31,931609475.2677237,998360392.49,534660529.04,Osmosis,295667273.0
2024-03-09,0.5529999999999999,13.95%,0.359303576134,-4.966618591001,3.113540529752,0.710895365171,1.6558918000982874,54098812.27,885485526.7575614,998356089.55,534748421.79,Osmosis,295715877.0
2024-03-10,0.5529999999999999,13.94%,-0.042981504896,-0.073719430813,2.448057587831,-0.521587630446,1.6546710860883762,40510074.05,884958551.0495651,998352077.45,534824448.49,Osmosis,295757920.0
2024-03-11,0.5529999999999999,13.94%,1.206976068855,-2.290856021984,0.71122629066,-3.441915208161,1.6167649538686952,36652788.73,864881129.9201915,998349565.31,534945495.85,Osmosis,295824859.0
2024-03-12,0.5529999999999999,13.94%,0.335805738303,2.673667843536,3.502379675695,-0.526530994841,1.659991878545836,46939886.58,1076854426.545112,998346865.76,648710659.65,Osmosis,358736995.0
2024-03-13,0.5529999999999999,13.93%,0.320217877239,-2.148594349964,5.634698313981,-0.552929106809,1.6243253868335423,61016049.93,1054013873.6120131,998346114.03,648893308.05,Osmosis,358837999.0
2024-03-14,0.551,13.97%,0.333003625222,1.767968515296,-7.005463001462,0.400482462239,1.6530429482587206,46263066.5,1072950432.693957,998341744.76,649075956.45,Osmosis,357640852.0
2024-03-15,0.552,13.94%,0.210303626112,-3.633430053984,-8.577148044006,-2.873306587153,1.5929807889714294,56581933.0,1034256484.6004425,998339140.81,649258604.85,Osmosis,358390750.0
2024-03-16,0.552,13.95%,0.559316849943,-6.160646282549,-9.725811968801,-10.07614013657,1.4948428772139404,79377492.41,970812631.5896573,998337269.42,649441253.25,Osmosis,358491572.0
2024-03-17,0.551,13.97%,-0.051653124901,-7.592871496402,-16.518673101405,-14.053087853724,1.3813413784739685,47542617.86,897352375.7948487,998320681.82,649623901.65,Osmosis,357942770.0
2024-03-18,0.557,13.80%,-0.18499932299,2.723462053612,-12.234509824562,-11.709720696883,1.4189616867475539,47424643.0,922050598.3327463,998317892.73,649806550.06,Osmosis,361942248.0
2024-03-19,0.5579999999999999,13.77%,-0.279893482646,-6.933516638767,-20.446734760171,-17.64350707711,1.3205777420991869,47372636.66,858361268.0911671,998313124.66,649989198.46,Osmosis,362693973.0
2024-03-20,0.5579999999999999,13.77%,0.139791635634,-5.229724304472,-22.951695694366,-23.112895674486,1.2515151669611753,62838676.99,813699927.4764485,998307390.08,650171846.86,Osmosis,362795891.0
2024-03-21,0.5579999999999999,13.78%,-0.01933271349,8.277070143018,-18.023669221148,-17.345375924733,1.3551039551810578,43070156.42,881297948.7966064,998300349.24,650354495.26,Osmosis,362897808.0
2024-03-22,0.557,13.78%,0.065956654288,-1.664674815733,-16.348904510483,-17.057848461377,1.3325458809121509,40023574.75,866870591.1644892,998295693.56,650537143.66,Osmosis,362349189.0
2024-03-23,0.557,13.79%,1.589057301942,-3.143764627628,-13.659569541742,-17.071196175146,1.2906537748611195,32777086.02,839853956.0119884,998292100.17,650719792.07,Osmosis,362450924.0
2024-03-24,0.557,13.79%,-0.960712007805,-0.914431714245,-7.419581621778,-16.712560860985,1.278851627422695,25880938.81,832407645.2884635,998289092.92,650902440.47,Osmosis,362552659.0
2024-03-25,0.556,13.80%,0.119780803113,2.847663491879,-7.307643989537,-14.393166959559,1.3152690183321147,23512448.81,856352045.6887226,998287403.69,651085088.87,Osmosis,362003309.0
2024-03-26,0.557,13.78%,-0.537534544946,3.103796767234,2.689319407118,-14.396189746031,1.356092295603542,32931128.04,883179160.8869987,998281040.09,651267737.27,Osmosis,362756130.0
2024-03-27,0.557,13.76%,-0.042672673259,-0.977863787389,7.296467160028,-15.192647562701,1.3428315601212655,36932703.09,874542871.6949205,998281040.09,651267737.27,Osmosis,362756130.0
2024-03-28,0.557,13.76%,-0.035961239706,1.291926831826,0.374584263609,-16.263287662458,1.3601799613527026,45073475.04,885841325.7101706,998281040.09,651267737.27,Osmosis,362756130.0
2024-03-29,0.557,13.77%,0.054813005101,0.22028447443,2.298633477352,-15.292734273943,1.3631762266318683,39922233.04,887792696.6187936,998281040.09,651267737.27,Osmosis,362756130.0
2024-03-30,0.557,13.76%,-0.132861907652,2.113162495002,7.850949844672,-13.05622581029,1.3919823553938362,38982189.39,906553198.9171087,998281040.09,651267737.27,Osmosis,362756130.0
2024-03-31,,,-0.264139866026,-1.731466758554,6.961637635946,-13.361600239975,1.36788064362526,32879443.87,890856531.6292542,998281040.09,651267737.27,Osmosis,
2024-04-01,0.5579999999999999,13.74%,0.604572604361,1.216497925891,5.265224375111,-13.784916258248,1.3845208832836222,26595423.52,901693782.8591864,998281040.09,651267737.27,Osmosis,363407397.0
2024-04-02,0.5579999999999999,13.73%,-0.162792348447,-5.457061752828,-3.475100629529,-18.956039409987,1.3089667237020317,38713443.25,852487796.3071475,998281040.09,651267737.27,Osmosis,363407397.0
2024-04-03,0.5579999999999999,13.74%,-0.356387013289,-4.342288990002,-6.754678474875,-22.002696589672,1.2521276057759265,36654844.88,815470312.5869902,998281040.09,651267737.27,Osmosis,363407397.0
2024-04-04,0.5589999999999999,13.71%,0.098308199287,0.505463678163,-7.478665192521,-21.533797664327,1.2584566560273789,35634000.86,819592218.8233217,998281040.09,651267737.27,Osmosis,364058665.0
2024-04-05,0.557,13.73%,0.02322847571,4.194650403092,-3.809611141621,-14.725879621876,1.311244513222169,34043995.59,853971247.1339046,998281040.09,651267737.27,Osmosis,362756130.0
2024-04-06,0.5579999999999999,13.72%,-0.085762297941,-2.093777189269,-7.772539663726,-27.778371138411,1.2837899747087815,32391269.47,836090991.9584986,998281040.09,651267737.27,Osmosis,363407397.0
2024-04-07,0.557,13.72%,-0.084950081393,2.254521221037,-4.031590896481,-24.660848232277,1.3127332921221317,19723058.67,854940840.7993786,998281040.09,651267737.27,Osmosis,362756130.0
2024-04-08,0.557,13.74%,0.539401419744,0.563040328731,-4.651166630686,-20.277127413331,1.3201245099654535,22198819.21,859754502.5198685,998281040.09,651267737.27,Osmosis,362756130.0
2024-04-09,0.557,13.73%,-0.267013551033,1.975924938715,2.845179713399,-18.641886553879,1.3462091793799444,31221635.09,876742606.1468799,998281040.09,651267737.27,Osmosis,362756130.0
2024-04-10,0.5579999999999999,13.71%,-0.794843317483,-5.578377960785,1.516214269843,-21.37926170593,1.2711125432113504,35993907.99,831084923.2822294,998239992.22,653824814.9,Osmosis,364834247.0
2024-04-11,0.5579999999999999,13.70%,0.019524295022,0.394900906068,1.404539604094,-23.124191470169,1.2761321781616406,29252412.82,834599968.6749982,998235286.38,654007463.3,Osmosis,364936165.0
2024-04-12,0.5579999999999999,13.69%,-0.062796775255,-2.712954780414,-5.318094626075,-23.567574619393,1.2415112892298026,22620686.52,812184408.9780556,998231004.42,654190111.7,Osmosis,365038082.0
2024-04-13,0.5579999999999999,13.68%,0.371594501284,-16.374353694948,-19.128373018794,-37.19329309246,1.0382218395686076,56731427.13,679384090.7546091,998229327.26,654372760.1,Osmosis,365140000.0
2024-04-14,0.5589999999999999,13.67%,0.148792130033,-9.612846085819,-28.514102770678,-41.090364767836,0.9384191721015159,69403097.84,614247344.5391395,998220452.11,654555408.5,Osmosis,365896473.0
2024-04-15,0.5589999999999999,13.65%,-0.323384520208,2.961312986958,-26.809274911323,-35.36386227308,0.9662087009170613,50674145.6,632612061.4740506,998209033.1,654736456.91,Osmosis,365997679.0
2024-04-16,0.5589999999999999,13.65%,-0.316539361764,-5.284430059306,-32.020217072678,-33.749173654583,0.9151500778901732,37936080.74,599349270.236209,998197876.93,654919105.31,Osmosis,366099780.0
2024-04-17,0.5589999999999999,13.65%,0.039294387481,2.096144859743,-26.494868279225,-34.153757784087,0.934332949206801,36858456.05,612083153.5744117,998194367.68,655101753.71,Osmosis,366201880.0
2024-04-18,0.5589999999999999,13.65%,-0.704504583166,-2.659177977137,-28.730942707005,-31.129584863164,0.9094873731883618,29750537.76,595971434.3774382,998189280.81,655282802.1,Osmosis,366303086.0
2024-04-19,0.5589999999999999,13.64%,-0.363746524078,0.777563862784,-26.173911885452,-26.764034305363,0.91655921833886,24320017.63,600772900.9584087,998189280.81,655465450.5,Osmosis,366405187.0
2024-04-20,0.5589999999999999,13.64%,-0.255452077592,0.246454959156,-11.500790200307,-32.195746276654,0.9188181239860551,28866879.34,602421356.2263215,998180841.69,655648098.9,Osmosis,366507287.0
2024-04-21,0.5589999999999999,13.63%,0.461841282248,6.117617167446,3.901106058301,-26.829693953262,0.975027899276628,17226389.62,639453275.8306903,998177224.57,655830747.31,Osmosis,366609388.0
2024-04-22,0.5589999999999999,13.62%,-0.148986578433,-1.057998755485,-0.154892486374,-25.25399646079,0.964712116236645,16534585.04,632864071.2549818,998175071.65,656013395.71,Osmosis,366711488.0
2024-04-23,0.5589999999999999,13.62%,-0.551169195176,1.727057990805,7.236318680197,-23.261367238812,0.9813732539283759,17673592.44,643973247.0231588,998173139.07,656196044.11,Osmosis,366813589.0
2024-04-24,0.5589999999999999,13.62%,-0.654713446081,2.774032999738,7.948336050783,-23.316305806249,1.0085968718429537,72331894.93,662021496.009954,998169756.12,656378692.51,Osmosis,366915689.0
2024-04-25,0.5589999999999999,13.61%,0.664463878429,-5.63327447745,4.650143557732,-29.814523335414,0.9517798416810695,25299935.8,624901849.1052305,998144378.61,656561340.91,Osmosis,367017790.0
2024-04-26,0.5589999999999999,13.61%,-0.314894655022,-1.113848609991,2.686049773204,-29.910907436571,0.9411784551443297,21164004.04,618113293.2935219,998141400.85,656743989.32,Osmosis,367119890.0
2024-04-27,0.5589999999999999,13.60%,0.126043695095,-1.692818490498,0.699582221248,-31.976206199442,0.9252460122270677,18052167.89,607818751.8761656,998135980.68,656926637.72,Osmosis,367221990.0
2024-04-28,0.5579999999999999,13.62%,0.274156973451,1.16109600746,-4.003874409273,-31.337637170591,0.9359890067342199,15143233.14,615047068.0312911,998134061.14,657109286.12,Osmosis,366666982.0
2024-04-29,0.5579999999999999,13.62%,-0.715645037823,-1.490090804229,-4.423101451947,-33.760516644236,0.9220419206162762,14785293.01,606050717.7104084,998132510.41,657291934.52,Osmosis,366768899.0
2024-04-30,0.5579999999999999,13.61%,-0.033670511805,-3.407500264152,-9.247237361466,-34.89027395144,0.8906233397356806,20996528.23,585562208.831534,998130938.83,657474582.92,Osmosis,366870817.0
2024-05-01,0.5589999999999999,13.60%,0.401766033036,-4.810974023458,-15.945041484706,-38.767577112777,0.8477756822141465,26018731.76,557545807.9453797,998126668.23,657657231.32,Osmosis,367630392.0
2024-05-02,0.552,13.76%,0.280891296404,1.472296031487,-9.615920377146,-34.279654756516,0.860257449939295,26005807.18,565879934.7662427,998121695.09,657803003.98,Osmosis,363107258.0
2024-05-03,0.5529999999999999,13.74%,-0.42313934692,-0.738228089182,-9.272595102741,-31.803533133078,0.8539067878045596,20239485.75,561858414.8452934,998116104.28,657985652.38,Osmosis,363866066.0
2024-05-04,0.5529999999999999,13.74%,-0.019954293504,2.834918579629,-5.093960051649,-30.222916635307,0.8781143499847458,16894891.72,577947029.6199943,998113867.6,658168300.78,Osmosis,363967070.0
2024-05-05,0.5529999999999999,13.74%,0.037698742497,0.343737108627,-5.860779504644,-32.8017966156,0.8811327548618242,13355670.12,580094585.5168701,998112665.53,658350949.18,Osmosis,364068075.0
2024-05-06,0.552,13.74%,-0.012011103843,3.861040487418,-0.747067263139,-28.714691242036,0.9151536472749384,19123318.31,602659423.6784236,998111685.81,658533597.58,Osmosis,363510546.0
2024-05-07,0.5529999999999999,13.71%,-0.462477291528,-1.252352863434,1.467439045183,-31.159459443008,0.9036926943684714,19324873.98,595277059.162988,998109871.51,658716245.99,Osmosis,364270084.0
2024-05-08,0.5529999999999999,13.73%,-0.67150838294,-3.175192115367,3.21111274441,-33.718470599971,0.8749987151897378,16190109.66,576535686.0311887,998108177.88,658898894.39,Osmosis,364371089.0
2024-05-09,0.5529999999999999,13.72%,-0.021237069423,-2.674571953439,-1.006815457347,-36.741164894406,0.8515962449603235,17126978.01,561271366.9626207,998107043.59,659081542.79,Osmosis,364472093.0
2024-05-10,0.5539999999999999,13.69%,0.181711147982,2.077348405985,1.801142512923,-31.61212430614,0.8692868659804389,15307449.45,573089702.612684,998106512.51,659264191.19,Osmosis,365232362.0
2024-05-11,0.5529999999999999,13.69%,0.130651009841,-4.013449231952,-4.978380213377,-34.615042766471,0.8343984789342848,17038610.66,550241439.8919173,998104764.62,659446839.59,Osmosis,364674102.0
2024-05-12,0.5539999999999999,13.69%,-0.34972739748,-1.13816684826,-6.381685675273,-33.556654762566,0.8249016320646696,11339509.97,544129441.2009333,998103273.79,659629487.99,Osmosis,365434736.0
2024-05-13,0.5529999999999999,13.71%,0.278122199943,0.080245505832,-9.789620463162,-20.482930806487,0.8255635785519373,8243138.05,544716868.4983829,998102200.49,659812136.4,Osmosis,364876111.0
2024-05-14,0.5529999999999999,13.69%,0.025882193049,-1.902345996984,-10.383418178593,-13.699706171903,0.8098585028628007,18357207.49,534502388.31538427,998101535.3,659994784.8,Osmosis,364977116.0
2024-05-15,0.5529999999999999,13.68%,-0.202568733433,-4.365710026221,-11.485306714174,-19.841083166607,0.7745024290051126,17355236.2,511167563.9583065,998101535.3,659994784.8,Osmosis,364977116.0
2024-05-16,0.5539999999999999,13.67%,1.129833512778,9.435148931111,-0.471861909595,-7.383727856871,0.8475778866568177,20169594.9,559706602.3950517,998098063.03,660360081.6,Osmosis,365839485.0
2024-05-17,0.5539999999999999,13.67%,-0.751964238582,0.100080155129,-2.399751207134,-9.19445315068,0.8484261439206191,41252081.01,560421721.3086987,998096711.96,660542730.0,Osmosis,365940672.0
2024-05-18,0.5539999999999999,13.65%,-0.139217750266,3.205450178234,4.940510244155,-3.723564826033,0.8756220212631075,19165550.37,578545691.3431958,998096711.96,660725378.41,Osmosis,366041860.0
2024-05-19,0.5539999999999999,13.64%,-0.082415964406,-1.323471729281,4.74381159772,-5.730759773244,0.8640334113563327,9373790.78,571046616.9974269,998096711.96,660908026.81,Osmosis,366143047.0
2024-05-20,0.555,13.63%,0.183019143064,-3.459430041651,1.039193300785,-9.215680646866,0.8341427799539713,10409851.96,551444013.6213174,998096711.96,661090675.21,Osmosis,366905325.0
2024-05-21,0.555,13.62%,0.625916437702,8.461058868192,11.71335343304,-7.21085086059,0.904720091610647,24274527.26,598267261.9161162,998096711.96,661273323.61,Osmosis,367006695.0
2024-05-22,0.5539999999999999,13.63%,0.112255429047,-1.270158251843,15.329362602306,-7.409816910409,0.8932287147109728,23211173.69,590831467.7163894,998096711.96,661455972.01,Osmosis,366446608.0
2024-05-23,0.5539999999999999,13.64%,-0.2701034387,-2.4530097581,2.80090371562,-11.214441224159,0.8713177271769619,20164788.13,576497458.9481418,998096711.96,661638620.41,Osmosis,366547796.0
2024-05-24,0.526,14.37%,-0.125814871607,-4.539364317493,-1.963718688126,-17.532419106391,0.8317654411775025,22710604.93,550480059.6407218,998096711.96,661821268.82,Osmosis,348117987.0
2024-05-25,0.523,14.43%,0.086709216289,-1.507579659257,-6.440690768395,-13.926952568503,0.8192259145735784,15678787.59,542330764.535846,998096711.96,662003917.22,Osmosis,346228049.0
2024-05-26,0.523,14.43%,0.117331476659,1.744638506631,-3.531688198597,-11.438851922327,0.8335184453355265,9556068.92,551944716.697654,998096711.96,662186565.62,Osmosis,346323574.0
2024-05-27,0.523,14.44%,-0.248303747646,0.208603672044,0.133600085318,-9.725934034647,0.83525719541966,10331399.44,553248652.0346698,998096711.96,662369214.02,Osmosis,346419099.0
2024-05-28,0.522,14.44%,0.423033708265,4.622928362199,-3.409845176722,-6.636666572285,0.873870537204027,17938004.83,578984551.938494,998096711.96,662551862.42,Osmosis,345852072.0
2024-05-29,0.522,14.43%,0.167305555668,1.52806438937,-0.672266007557,-3.776192616141,0.887223841692236,20497712.22,587993858.7206174,998096711.96,662734510.83,Osmosis,345947415.0
2024-05-30,0.522,14.44%,-0.072155596129,-1.764561744745,0.028749789738,-2.139525172321,0.871568229191474,21341627.54,577777534.5707335,998096711.96,662917159.23,Osmosis,346042757.0
2024-05-31,0.521,14.47%,-0.395033288452,-0.490723392745,4.271131868535,2.301971877983,0.8672912400070966,27636752.85,575100654.4078898,998096711.96,663099807.63,Osmosis,345475000.0
2024-06-01,0.521,14.47%,-0.273851692273,-3.017277730634,2.672857340023,-2.22431033617,0.8411226545626258,14901946.08,557901900.1407717,998096711.96,663282456.03,Osmosis,345570160.0
2024-06-02,0.521,14.47%,-0.436726489453,-0.792556095117,0.112515849673,-2.277824978776,0.8344562856964793,11514239.44,553632626.7318845,998096711.96,663465104.43,Osmosis,345665319.0
2024-06-03,0.521,14.47%,0.256936631029,-0.794146126891,-0.889272434571,-5.72645994939,0.827829483423024,11826336.06,549387176.4001096,998096711.96,663647752.83,Osmosis,345760479.0
2024-06-04,0.52,14.48%,-0.254923982353,-0.806038412982,-6.032206736256,-6.806680915929,0.8211568597926474,13784368.71,545108887.7171316,998096711.96,663830401.24,Osmosis,345191809.0
2024-06-05,0.52,14.49%,0.058134838451,1.547081259207,-6.014605954599,-8.882969962237,0.8338608236791937,14787809.1,553694468.5065438,998226448.41,664013049.64,Osmosis,345286786.0
2024-06-06,0.519,14.49%,0.687940945343,2.311903277564,-2.114504542739,-5.594137840369,0.8531388793921543,16064405.91,566651173.5229353,998216619.22,664195698.04,Osmosis,344717567.0
2024-06-07,0.519,14.49%,-0.025128173461,-2.590509936409,-4.180027006461,-5.024062604489,0.8310382319501338,13962866.8,552123806.3714511,998206658.79,664378346.44,Osmosis,344812362.0
2024-06-08,0.519,14.48%,-0.181296959356,-9.380425658663,-10.466885617463,-11.568033224234,0.7530833084069875,25181337.65,500469792.63234615,998196924.94,664560994.84,Osmosis,344907156.0
2024-06-09,0.52,14.46%,0.100585767171,-3.71405331258,-13.103489628651,-16.585258420213,0.7251133928446132,12002714.13,482014518.52889663,998192608.19,664743643.25,Osmosis,345666694.0
2024-06-10,0.519,14.47%,0.058323209657,0.386722993128,-12.069141334384,-12.76139740922,0.7279175730609959,9559627.68,484011532.48231596,998192608.19,664926291.65,Osmosis,345096745.0
2024-06-11,0.52,14.44%,-0.408410820323,-9.13131496342,-19.449113905261,-19.814787475307,0.661449126790715,22727487.89,439935727.61677045,998192608.19,665108940.05,Osmosis,345856649.0
2024-06-12,0.55,13.66%,-0.651601049131,-5.276748846601,-24.862027351583,-24.106860585963,0.6265461176219331,22650310.26,416835861.8298765,998184443.6,665291588.45,Osmosis,365910374.0
2024-06-13,0.55,13.65%,-0.42438481444,3.175180962265,-24.228035284355,-20.178637578868,0.6464400906684734,20726484.03,430189226.00684714,998178186.24,665474236.85,Osmosis,366010830.0
2024-06-14,0.5489999999999999,13.67%,-0.34178908361,-7.07164907542,-27.71378104183,-22.437155330134,0.6007261159735745,15966899.68,399877475.24729985,998175596.07,665656885.25,Osmosis,365445630.0
2024-06-15,0.5489999999999999,13.66%,0.335355204527,-1.04174003693,-21.062104965694,-29.862715761025,0.5944681115111856,17168753.2,395820370.1443487,998172777.73,665839533.66,Osmosis,365545904.0
2024-06-16,0.5489999999999999,13.67%,0.042316343793,1.012108351505,-17.18746628591,-29.223683497074,0.6004847729148242,9781754.73,399936178.7505347,998170405.7,666022182.06,Osmosis,365646178.0
2024-06-17,0.5479999999999999,13.68%,0.002027823024,1.466537764089,-16.296689154643,-30.41619624889,0.6092911088772245,6976716.27,405912679.89033675,998167817.88,666204830.46,Osmosis,365080247.0
2024-06-18,0.5429999999999999,13.82%,-0.388995301479,-6.148514859197,-13.549095258981,-33.818675644209,0.5718287545121412,14231364.12,381059522.05899966,998166919.45,666387478.86,Osmosis,361848401.0
2024-06-19,0.547,13.72%,-0.043102756975,-9.132705650639,-17.06830464308,-37.707868482,0.5196053175368304,21993515.95,346353382.63549775,998166919.45,666570127.26,Osmosis,364613860.0
2024-06-20,0.547,13.69%,-0.019940396261,9.004884939538,-12.382417690858,-37.395534400877,0.5663951785207423,16198870.87,377645557.4048101,998159339.12,666752775.67,Osmosis,364713768.0
