date,bonded_percentage,apr,percent_change_1h,percent_change_24h,percent_change_7d,percent_change_30d,price,volume_24h,market_cap,total_supply,circ_supply,token,bonded_tokens,has_liquid_staking,chain,inflation
2023-08-13,0.6995,0.204,,,,,,,,,,,251114542.0,True,Atom,0.146
2023-08-14,0.6993,0.204,,,,,,,,,,,251158519.0,True,Atom,0.145
2023-08-15,0.6990000000000001,0.204,,,,,,,,,,,251157126.0,True,Atom,0.145
2023-08-16,0.6990999999999999,0.203,,,,,,,,,,,251298601.0,True,Atom,0.145
2023-08-17,0.6987000000000001,0.203,,,,,,,,,,,251288708.0,True,Atom,0.145
2023-08-18,0.696,0.204,,,,,,,,,,,250416203.0,True,Atom,0.145
2023-08-19,0.6970000000000001,0.203,,,,,,,,,,,250894676.0,True,Atom,0.145
2023-08-20,0.6870999999999999,0.20600000000000002,,,,,,,,,,,247459582.0,True,Atom,0.145
2023-08-21,0.698,0.203,,,,,,,,,,,251478469.0,True,Atom,0.145
2023-08-22,0.6966,0.203,,,,,,,,,,,251113489.0,True,Atom,0.14400000000000002
2023-08-23,0.6977,0.203,,,,,,,,,,,251598619.0,True,Atom,0.14400000000000002
2023-08-24,0.6983,0.20199999999999999,,,,,,,,,,,251942009.0,True,Atom,0.14400000000000002
2023-08-25,0.6979000000000001,0.20199999999999999,,,,,,,,,,,251924999.0,True,Atom,0.14400000000000002
2023-08-26,0.6984999999999999,0.20199999999999999,,,,,,,,,,,252260923.0,True,Atom,0.14400000000000002
2023-08-27,0.6987000000000001,0.20199999999999999,,,,,,,,,,,252426475.0,True,Atom,0.14400000000000002
2023-08-28,0.6851999999999999,0.205,,,,,,,,,,,247663126.0,True,Atom,0.14400000000000002
2023-08-29,0.6853,0.205,,,,,,,,,,,247821353.0,True,Atom,0.14400000000000002
2023-08-30,0.6856,0.205,,,,,,,,,,,248035300.0,True,Atom,0.14300000000000002
2023-08-31,0.6855,0.205,,,,,,,,,,,248132207.0,True,Atom,0.14300000000000002
2023-09-02,0.6847,0.205,,,,,,,,,,,248041941.0,True,Atom,0.14300000000000002
2023-09-03,0.6844,0.205,0.282755046996,2.463420647922,-4.565672503728,-20.787718991703,6.82837835220775,65451327.62,2475018817.8912024,362460703.0,362460703.0,Cosmos,248071883.0,True,Atom,0.14300000000000002
2023-09-04,0.6831,0.205,0.260689471293,-0.293153981862,-5.163783587089,-19.733677123985,6.808360689171652,57902806.39,2468906870.1032887,362628683.0,362628683.0,Cosmos,247723400.0,True,Atom,0.14300000000000002
2023-09-05,0.6831,0.205,0.453061712621,-1.288797737335,-7.493353764238,-20.959265768246,6.720614690659991,69849152.34,2438220178.6090813,362797198.0,362797198.0,Cosmos,247819249.0,True,Atom,0.14300000000000002
2023-09-06,0.6820999999999999,0.205,-0.204464947915,1.386512769113,-8.377518326001,-19.608149331984,6.813796871508907,69879029.73,2473163703.560421,362964108.0,362964108.0,Cosmos,247568197.0,True,Atom,0.14300000000000002
