NEG_ONE,ONE,crv_cumm,crv_daily_release,crv_daily_release_avg,curve_price,cvxcrv_cumm,cvxcrv_depeg,cvxcrv_depeg_diff,cvxcrv_price,market_cap,other_cumm,sdcrv_cumm,sdcrv_depeg,sdcrv_depeg_diff,sdcrv_price,time,total_crv,ycrv_cumm,ycrv_depeg,ycrv_depeg_diff,ycrv_price
-1,1,718996649.9158384,482513.4055796478,2285673.0929535422,0.5535001527777781,287812345.82125145,0.90978791875295,0.0018322561455640374,0.5035677520251346,744781512.4982157,289548811.48305374,23543599.879313104,,,,2023-01-04 00:00:00.000 UTC,1345585017.0238962,25683609.924439654,0.9834758316192128,0.004394325176219627,0.5443540230544867
-1,1,718555233.4881817,513964.3931616832,4683431.252276553,0.52959265625,287785026.65930337,0.9079556626073859,0.014477886486832348,0.48084665111747427,712356407.8197495,289650137.5167438,23543152.85020858,,,,2023-01-03 00:00:00.000 UTC,1345102503.6183167,25568953.103879344,0.9790815064429932,-0.0005162394702791229,0.5185143756823962
-1,1,717841399.3043866,14568300.90909082,4680307.2893380895,0.5341425590277779,287778822.9291672,0.8934777761205536,0.031553163066783574,0.4772445057714805,718201963.181146,289856520.3712047,23543152.85020858,,,,2023-01-02 00:00:00.000 UTC,1344588539.225155,25568643.770188015,0.9795977459132723,-0.012689728936815525,0.5232448468199582
-1,1,703200658.4405469,501107.8188757838,2919740.6288211704,0.52534946875,287775676.1663441,0.86192461305377,-0.001189754499882123,0.45281163757034737,698725425.6260928,289959195.77324253,23543023.452644847,,,,2023-01-01 00:00:00.000 UTC,1330020238.3160644,25541684.483286016,0.9922874748500878,-3.3920756903116356e-05,0.5212976977597726
-1,1,702920933.3390567,503350.047386182,2930566.3588566976,0.5270212986111125,287575544.1160377,0.8631143675536521,-0.026227956961234478,0.4548796548380348,700684898.6829454,289938231.4665766,23542915.81741358,,,,2022-12-31 00:00:00.000 UTC,1329519130.4971886,25541505.758103985,0.992321395606991,0.00022894302430653823,0.5229745105523879
-1,1,702422141.7480518,486445.97511035687,2932797.9945205958,0.5094709479166663,287574335.06146437,0.8893423245148866,0.008289986319413689,0.4530940770930107,677094929.4619688,290286884.2309586,23542082.804789346,,,,2022-12-30 00:00:00.000 UTC,1329015780.4498024,25190336.604538344,0.9920924525826844,0.00010249359339553621,0.5054422822382705
-1,1,701941027.1480298,702620.5793222251,2952861.0643751053,0.5155449999999999,287571132.3370121,0.8810523381954729,-0.0016309655530809541,0.454222127694985,684916655.7417549,290354606.20223844,23541968.949037645,,,,2022-12-29 00:00:00.000 UTC,1328529334.4746919,25120599.838373948,0.9919899589892889,-0.005686498995090328,0.5114154634071328
-1,1,701399560.6314837,527081.6151016246,2931100.1831604666,0.5197578229166665,287569588.8752677,0.8826833037485539,-0.0006073443806846601,0.458781552281239,690148322.0248488,290296169.6704178,23525527.387784652,,,,2022-12-28 00:00:00.000 UTC,1327826713.8953698,25035867.33041597,0.9976764579843792,0.0005509341024421133,0.518550143777172
-1,1,700957227.7458575,19664578.680163734,2927169.780033417,0.5289622222222218,287566542.0076603,0.8832906481292385,0.007827602985991167,0.46722738410254855,702091363.0457084,290275382.8267077,23520833.051248636,,,,2022-12-27 00:00:00.000 UTC,1327299632.2802682,24979646.648793958,0.9971255238819371,0.002461067587756327,0.5274417329470865
-1,1,681417262.5792127,488972.689653979,536719.5333871392,0.5292689340277779,287549867.1467978,0.8754630451432474,0.0007537936181020166,0.46335539268367887,692090610.9162834,290194697.4059002,23505896.141918126,,,,2022-12-26 00:00:00.000 UTC,1307635053.6001043,24967330.32627559,0.9946644562941808,-0.0007050525205301028,0.5264449964981402
-1,1,680927827.55605,483767.6249554695,540027.1989707033,0.5237219409722231,287549534.9039032,0.8747092515251453,7.84145428150973e-05,0.45810442699510967,684581082.6286558,290305532.42508596,23503338.9418179,,,,2022-12-25 00:00:00.000 UTC,1307146080.9104505,24859847.083593372,0.9953695088147109,0.00143486764620393,0.5212968511410088
-1,1,680702217.6870667,587713.6591599976,542852.2050828631,0.5219652361111111,287318700.74489576,0.8746308369823302,0.0016055689720787525,0.45652689133554075,682032302.8715539,290278415.2101388,23503132.559800345,,,,2022-12-24 00:00:00.000 UTC,1306662313.2854948,24859847.083593372,0.9939346411685069,-0.0008970915672016355,0.5187993296565322
-1,1,680383193.0542732,521203.1326973669,529833.1372991782,0.5238215312499999,287318146.6513655,0.8730252680102515,-0.002717607655796206,0.45730943270907143,684149996.7029972,290011044.7022411,23502368.134861674,,,,2022-12-23 00:00:00.000 UTC,1306074599.626335,24859847.083593372,0.9948317327357086,0.0010037715675627057,0.5211142815777094
-1,1,679868197.2689195,646950.533946432,551007.5070713107,0.5150827881944448,287303691.6216231,0.8757428756660477,-0.027874215245401457,0.4510800821394888,672468083.6026703,290172605.49772316,23500344.18005275,,,,2022-12-22 00:00:00.000 UTC,1305553396.4936376,24708557.925319087,0.9938279611681459,0.0029744627277431546,0.5119036772240889
-1,1,679213235.7273535,528533.5296051186,532338.7534469587,0.5257118541666672,287302635.2954809,0.9036170909114492,-0.002996342082704051,0.4750422163197478,686004787.2195051,290309542.6252791,23497288.69466952,,,,2022-12-21 00:00:00.000 UTC,1304906445.959691,24583743.616908148,0.9908534984404027,0.004162002802110876,0.520903429872633
-1,1,679812942.6626885,495638.3900852295,629635.5898069702,0.5281741458333329,287301748.2802003,0.9066134329941532,-0.015919146363130854,0.47884977557271247,688938689.7416266,289184128.8431294,23497283.67670436,,,,2022-12-20 00:00:00.000 UTC,1304377912.4300861,24581808.967363607,0.9866914956382918,-0.0020027812264368228,0.5211449379097685
-1,1,679272835.3666129,540976.7069935116,629443.388897249,0.5515012777777782,287301363.40507656,0.922532579357284,-0.002879140008301362,0.5087778963071717,719092740.2048557,289254653.09755903,23497283.67670436,,,,2022-12-19 00:00:00.000 UTC,1303882274.040001,24556138.494048085,0.9886942768647287,0.0009048490952053845,0.5452661570224743
-1,1,678874294.2006323,515434.01432249136,624727.219957295,0.5528603749999995,287300428.66806984,0.9254117193655854,0.0011047912341822785,0.5116234701978518,720565758.3965123,289497907.36085135,23497283.67670436,,,,2022-12-18 00:00:00.000 UTC,1303341297.3330073,24171383.426749606,0.9877894277695233,0.012849970920455589,0.5461096334576936
-1,1,678581133.0001304,506367.67385274795,622532.5448099484,0.550278833333333,287080263.08277565,0.9243069281314031,-0.0009568415473025782,0.5086265380540654,716917496.1034985,289507378.6776812,23497265.739157,,,,2022-12-17 00:00:00.000 UTC,1302825863.318685,24159822.818940733,0.9749394568490677,-0.0035083278689960196,0.5364885468855384
-1,1,678088711.8423443,483561.11689051817,625045.0409774949,0.593270722222222,287075365.64722604,0.9252637696787057,-0.008795625487487357,0.5489319048833414,772628027.7452894,289575409.025333,23496627.31454875,,,,2022-12-16 00:00:00.000 UTC,1302319495.6448321,24083381.815380193,0.9784477847180637,-0.021552215281936293,0.5804844238964189
-1,1,678150370.3248538,690598.0908744265,651228.778714716,0.6277737638888887,287066079.80717903,0.9340593951661931,-0.004920470531242449,0.5863779821992599,817258444.5844148,289567624.3606734,23496585.562794928,,,,2022-12-15 00:00:00.000 UTC,1301835934.5279417,23555274.47244053,1.0,0.0,0.6277737638888887
-1,1,678640781.6535385,497600.50495161663,630072.4515013964,0.6537119965277772,287062025.91902524,0.9389798656974355,-0.002615647248725872,0.6138224027044547,850574315.6550816,289481482.16241825,23495383.083150834,,,,2022-12-14 00:00:00.000 UTC,1301145336.4370673,22465663.61893451,1.0,0.0,0.6537119965277772
-1,1,679074196.616527,1306908.220485211,630659.8464588521,0.6342295277777785,287061356.7139772,0.9415955129461614,0.0008993895413863529,0.5971876775335191,824909199.3654624,288699297.812493,23493608.92236773,,,,2022-12-13 00:00:00.000 UTC,1300647735.9321156,22319275.866750747,1.0,0.0,0.6342295277777785
-1,1,677807014.9067794,494100.7828074598,529658.1666744328,0.6120898298611114,287036954.56883246,0.940696123404775,-0.0013701498307541193,0.5757905301258358,795313306.1656075,289563659.87297255,23493591.54833633,,,,2022-12-12 00:00:00.000 UTC,1299340827.7116303,21439606.814709738,1.0,0.0005758697690062542,0.6120898298611114
