index,date,percent_change_1h,percent_change_24h,percent_change_7d,percent_change_30d,price,volume_24h,market_cap,total_supply,circulating_supply,token,total_tokens,percentage_bonded
352,2023-12-02,-0.013142509985,-4.75802665862,-13.726995056499,30.441753841217,3.0973269796545244,177779512.43,569181912.3182241,1000000000.0,183765523.0,dYdX (ethDYDX),20883878.220244654,0.11364415848692495
353,2023-12-03,0.935637142319,10.302811974488,-2.332373106918,53.965196257734,3.4164387546034054,169201810.68,627823654.5371635,1000000000.0,183765523.0,dYdX (ethDYDX),21891544.13399289,0.11912759138172448
354,2023-12-04,-1.375675261263,-2.245443977675,-2.970234435289,45.168481532014,3.339724536337212,137502733.35,613726226.0959402,1000000000.0,183765523.0,dYdX (ethDYDX),22911392.9883339,0.12467732039341188
355,2023-12-05,0.457629979438,-5.607978142915,-1.945834621133,33.603593667494,3.1524335143058395,270755637.1,579308593.4791406,1000000000.0,183765523.0,dYdX (ethDYDX),28992459.667336315,0.1577687652941097
356,2023-12-06,1.537148118194,-2.376390741717,-4.106036773926,29.567779483712,3.077519376133102,198890259.29,565541957.6977333,1000000000.0,183765523.0,dYdX (ethDYDX),31060131.676560376,0.16902045154879447
357,2023-12-07,0.375555435214,-5.913069514002,-10.558914720952,16.63738148335,2.8955435161154557,194108256.32,532101068.60821563,1000000000.0,183765523.0,dYdX (ethDYDX),35278676.081477046,0.19197657702896231
358,2023-12-08,0.476125820136,5.345284663403,-6.203522958698,25.216553674363,3.0503185596045386,150253503.19,560543385.4223347,1000000000.0,183765523.0,dYdX (ethDYDX),39243481.13433338,0.21355192472275325
359,2023-12-09,0.799843705623,0.401865907833,-1.121942562309,21.797726419745,3.0625767499758894,122687326.99,562796018.1869595,1000000000.0,183765523.0,dYdX (ethDYDX),40187331.77802358,0.218688092967382
360,2023-12-10,-1.207972159898,-4.270048020832,-14.18539998334,15.919367471805,2.9318032520770863,174190454.38,538764357.9510466,1000000000.0,183765523.0,dYdX (ethDYDX),40314370.23354219,0.21937940031080905
361,2023-12-11,-0.396652910208,3.172858955374,-9.428900461593,6.285785083772,3.024825234114567,102096181.6,555858591.1306609,1000000000.0,183765523.0,dYdX (ethDYDX),41798920.32344218,0.22745790201049945
0,2023-12-12,-0.017226773241,-0.017226773241,-0.017226773241,-0.017226773241,2.3835235575901286,0.0,2383523557.5901284,1000000000.0,1000000000.0,dYdX (Native),45939124.81665113,0.045939124816651127
1,2023-12-13,0.166950884215,25.205186281962,25.20047809624,25.186259622296,2.9842951103551707,614824.02,2984295110.3551707,1000000000.0,1000000000.0,dYdX (Native),46552982.661714174,0.046552982661714176
2,2023-12-14,-0.019695885664,-3.718017319986,20.535667142966,20.53782160684,2.8733385012726704,632631.47,2873338501.2726703,1000000000.0,1000000000.0,dYdX (Native),47145221.087747686,0.047145221087747685
3,2023-12-15,-0.021256828371,2.620172747617,23.689419234006,23.711084343571,2.948624933629805,986246.42,2948624933.629805,1000000000.0,1000000000.0,dYdX (Native),50339211.04524007,0.05033921104524007
